Local time,Ask,Bid,AskVolume,BidVolume
06.06.2022 03:47:29.267 GMT+0200,11.964,11.936,0.018,0.018
06.06.2022 03:47:33.276 GMT+0200,11.954,11.936,0.018,0.018
06.06.2022 03:48:02.400 GMT+0200,11.963,11.937000000000001,0.018,0.018
06.06.2022 03:48:13.285 GMT+0200,11.954,11.936,0.018,0.018
06.06.2022 03:48:15.170 GMT+0200,11.964,11.936,0.018,0.018
06.06.2022 03:48:22.465 GMT+0200,11.953,11.937000000000001,0.018,0.018
06.06.2022 03:48:23.465 GMT+0200,11.963,11.937000000000001,0.018,0.018
06.06.2022 03:48:33.095 GMT+0200,11.963,11.947000000000001,0.018,0.018
06.06.2022 03:48:49.189 GMT+0200,11.964,11.936,0.018,0.018
06.06.2022 03:48:50.185 GMT+0200,11.983,11.937000000000001,0.018,0.018
06.06.2022 03:49:02.490 GMT+0200,11.964,11.946,0.018,0.018
06.06.2022 03:49:03.491 GMT+0200,11.983,11.937000000000001,0.018,0.018
06.06.2022 03:49:28.069 GMT+0200,11.963,11.947000000000001,0.018,0.018
06.06.2022 03:49:31.442 GMT+0200,11.963,11.937000000000001,0.018,0.018
06.06.2022 03:49:52.585 GMT+0200,11.963,11.947000000000001,0.018,0.018
06.06.2022 03:49:53.586 GMT+0200,11.963,11.937000000000001,0.018,0.018
06.06.2022 03:50:00.944 GMT+0200,11.974000000000002,11.956,0.018,0.018
06.06.2022 03:50:05.330 GMT+0200,11.984000000000002,11.956,0.018,0.018
06.06.2022 03:50:06.340 GMT+0200,11.993,11.957,0.018,0.018
06.06.2022 03:50:11.430 GMT+0200,12.004000000000001,11.975999999999999,0.018,0.018
06.06.2022 03:50:12.422 GMT+0200,11.994000000000002,11.975999999999999,0.018,0.018
06.06.2022 03:50:13.423 GMT+0200,12.004000000000001,11.975999999999999,0.018,0.018
06.06.2022 03:50:46.954 GMT+0200,11.984000000000002,11.966,0.018,0.018
06.06.2022 03:50:47.953 GMT+0200,11.972999999999999,11.957,0.018,0.018
06.06.2022 03:50:53.840 GMT+0200,11.964,11.936,0.018,0.018
06.06.2022 03:51:13.028 GMT+0200,11.983,11.937000000000001,0.018,0.018
06.06.2022 03:51:39.594 GMT+0200,11.974000000000002,11.956,0.018,0.018
06.06.2022 03:51:40.587 GMT+0200,11.993,11.957,0.018,0.018
06.06.2022 03:51:43.902 GMT+0200,11.993,11.977,0.018,0.018
06.06.2022 03:51:54.534 GMT+0200,11.984000000000002,11.956,0.018,0.018
06.06.2022 03:51:59.742 GMT+0200,11.972999999999999,11.957,0.018,0.018
06.06.2022 03:52:01.847 GMT+0200,11.984000000000002,11.956,0.018,0.018
06.06.2022 03:52:02.844 GMT+0200,11.972999999999999,11.957,0.018,0.018
06.06.2022 03:52:06.019 GMT+0200,11.983,11.957,0.018,0.018
06.06.2022 03:52:07.013 GMT+0200,11.974000000000002,11.956,0.018,0.018
06.06.2022 03:52:10.028 GMT+0200,11.983,11.957,0.018,0.018
06.06.2022 03:52:15.703 GMT+0200,11.994000000000002,11.975999999999999,0.018,0.018
06.06.2022 03:52:16.704 GMT+0200,12.004000000000001,11.975999999999999,0.018,0.018
06.06.2022 03:52:46.088 GMT+0200,12.023,11.997,0.018,0.018
06.06.2022 03:52:47.136 GMT+0200,12.033,12.017000000000001,0.018,0.018
06.06.2022 03:53:22.594 GMT+0200,12.043,12.017000000000001,0.018,0.018
06.06.2022 03:54:09.382 GMT+0200,12.033,12.017000000000001,0.018,0.018
06.06.2022 03:54:22.732 GMT+0200,12.043,12.017000000000001,0.018,0.018
06.06.2022 03:54:25.734 GMT+0200,12.033,12.017000000000001,0.018,0.018
06.06.2022 03:54:29.725 GMT+0200,12.043,12.017000000000001,0.018,0.018
06.06.2022 03:55:03.361 GMT+0200,12.033,12.017000000000001,0.018,0.018
06.06.2022 03:55:05.349 GMT+0200,12.043,12.017000000000001,0.018,0.018
06.06.2022 03:55:09.168 GMT+0200,12.033,12.017000000000001,0.018,0.018
